CHROMATOGRAM,
GC27_1.raw,
Data points: 42010,
Time,Intensity
40.495,20438
40.496667,20186
40.498333,19932
40.5,19658
40.501667,19331
40.503333,18947
40.505,18515
40.506667,18085
40.508333,17669
40.51,17271
40.511667,16864
40.513333,16456
40.515,16073
40.516667,15709
40.518333,15365
40.52,15026
40.521667,14665
40.523333,14300
40.525,13933
40.526667,13563
40.528333,13178
40.53,12798
40.531667,12433
40.533333,12080
40.535,11736
40.536667,11383
40.538333,11028
40.54,10679
40.541667,10351
40.543333,10058
40.545,9798
40.546667,9573
40.548333,9359
40.55,9141
40.551667,8918
40.553333,8696
40.555,8489
40.556667,8302
40.558333,8144
40.56,8021
40.561667,7929
40.563333,7859
40.565,7796
40.566667,7737
40.568333,7681
40.57,7624
40.571667,7570
40.573333,7534
40.575,7514
40.576667,7516
40.578333,7537
40.58,7571
40.581667,7612
40.583333,7662
40.585,7711
40.586667,7759
40.588333,7812
40.59,7878
40.591667,7952
40.593333,8041
40.595,8146
40.596667,8265
40.598333,8393
40.6,8521
40.601667,8649
40.603333,8779
40.605,8907
40.606667,9034
40.608333,9165
40.61,9308
40.611667,9460
40.613333,9612
40.615,9754
40.616667,9886
40.618333,10019
40.62,10146
40.621667,10263
40.623333,10383
40.625,10509
40.626667,10645
40.628333,10788
40.63,10932
40.631667,11072
40.633333,11205
40.635,11334
40.636667,11442
40.638333,11534
40.64,11605
40.641667,11660
40.643333,11719
40.645,11779
40.646667,11835
40.648333,11898
40.65,11969
40.651667,12038
40.653333,12103
40.655,12153
40.656667,12174
40.658333,12177
40.66,12173
40.661667,12156
40.663333,12135
40.665,12119
40.666667,12095
40.668333,12048
40.67,11990
40.671667,11914
40.673333,11819
40.675,11692
40.676667,11550
40.678333,11402
40.68,11256
40.681667,11105
40.683333,10954
40.685,10801
40.686667,10650
40.688333,10512
40.69,10381
40.691667,10246
40.693333,10115
40.695,9985
40.696667,9853
40.698333,9715
40.7,9580
40.701667,9433
40.703333,9270
40.705,9102
40.706667,8934
40.708333,8768
40.71,8606
40.711667,8453
40.713333,8309
40.715,8170
40.716667,8033
40.718333,7895
40.72,7757
40.721667,7627
40.723333,7502
40.725,7382
40.726667,7274
40.728333,7182
40.73,7102
40.731667,7027
40.733333,6953
40.735,6879
40.736667,6803
40.738333,6731
40.74,6656
40.741667,6584
40.743333,6520
40.745,6462
40.746667,6407
40.748333,6353
40.75,6304
40.751667,6258
40.753333,6214
40.755,6173
40.756667,6132
40.758333,6097
40.76,6071
40.761667,6047
40.763333,6024
40.765,6002
40.766667,5984
40.768333,5969
40.77,5954
40.771667,5939
40.773333,5924
40.775,5911
40.776667,5899
40.778333,5886
40.78,5875
40.781667,5865
40.783333,5860
40.785,5859
40.786667,5856
40.788333,5853
40.79,5849
40.791667,5847
40.793333,5842
40.795,5835
40.796667,5829
40.798333,5828
40.8,5830
40.801667,5833
40.803333,5835
40.805,5838
40.806667,5843
40.808333,5847
40.81,5849
40.811667,5847
40.813333,5845
40.815,5846
40.816667,5846
40.818333,5845
40.82,5847
40.821667,5849
40.823333,5856
40.825,5861
40.826667,5865
40.828333,5868
40.83,5870
40.831667,5874
40.833333,5876
40.835,5879
40.836667,5880
40.838333,5880
40.84,5881
40.841667,5881
40.843333,5881
40.845,5883
40.846667,5886
40.848333,5891
40.85,5896
40.851667,5900
40.853333,5902
40.855,5904
40.856667,5904
40.858333,5906
40.86,5910
40.861667,5915
40.863333,5921
40.865,5927
40.866667,5932
40.868333,5937
40.87,5943
40.871667,5949
40.873333,5951
40.875,5955
40.876667,5957
40.878333,5961
40.88,5965
40.881667,5969
40.883333,5972
40.885,5976
40.886667,5977
40.888333,5979
40.89,5980
40.891667,5979
40.893333,5977
40.895,5978
40.896667,5979
40.898333,5978
40.9,5980
40.901667,5983
40.903333,5983
40.905,5987
40.906667,5992
40.908333,5997
40.91,6001
40.911667,6003
40.913333,6003
40.915,6000
40.916667,5999
40.918333,5996
40.92,5992
40.921667,5987
40.923333,5985
40.925,5985
40.926667,5984
40.928333,5983
40.93,5989
40.931667,5992
40.933333,5997
40.935,5999
40.936667,5999
40.938333,5998
40.94,5995
40.941667,5993
40.943333,5989
40.945,5987
40.946667,5987
40.948333,5984
40.95,5980
40.951667,5972
40.953333,5963
40.955,5957
40.956667,5952
40.958333,5951
40.96,5953
40.961667,5958
40.963333,5964
40.965,5968
40.966667,5971
40.968333,5969
40.97,5968
40.971667,5969
40.973333,5966
40.975,5962
40.976667,5961
40.978333,5961
40.98,5964
40.981667,5968
40.983333,5971
40.985,5972
40.986667,5975
40.988333,5978
40.99,5979
40.991667,5981
40.993333,5985
40.995,5988
40.996667,5995
40.998333,6001
41,6003
41.001667,6004
41.003333,6007
41.005,6011
41.006667,6014
41.008333,6019
41.01,6020
41.011667,6024
41.013333,6029
41.015,6036
41.016667,6041
41.018333,6047
41.02,6052
41.021667,6056
41.023333,6058
41.025,6059
41.026667,6059
41.028333,6059
41.03,6063
41.031667,6073
41.033333,6084
41.035,6095
41.036667,6104
41.038333,6112
41.04,6119
41.041667,6126
41.043333,6129
41.045,6133
41.046667,6138
41.048333,6147
41.05,6156
41.051667,6167
41.053333,6174
41.055,6182
41.056667,6192
41.058333,6202
41.06,6210
41.061667,6215
41.063333,6218
41.065,6221
41.066667,6222
41.068333,6220
41.07,6217
41.071667,6218
41.073333,6221
41.075,6225
41.076667,6229
41.078333,6233
41.08,6236
41.081667,6237
41.083333,6233
41.085,6226
41.086667,6222
41.088333,6222
41.09,6222
41.091667,6222
41.093333,6224
41.095,6225
41.096667,6224
41.098333,6218
41.1,6210
41.101667,6202
41.103333,6194
41.105,6184
41.106667,6175
41.108333,6168
41.11,6162
41.111667,6156
41.113333,6149
41.115,6138
41.116667,6126
41.118333,6116
41.12,6102
41.121667,6086
41.123333,6074
41.125,6063
41.126667,6055
41.128333,6046
41.13,6036
41.131667,6023
41.133333,6010
41.135,5997
41.136667,5981
41.138333,5965
41.14,5949
41.141667,5935
41.143333,5920
41.145,5905
41.146667,5892
41.148333,5877
41.15,5864
41.151667,5851
41.153333,5840
41.155,5832
41.156667,5825
41.158333,5819
41.16,5813
41.161667,5805
41.163333,5795
41.165,5787
41.166667,5778
41.168333,5769
41.17,5761
41.171667,5752
41.173333,5743
41.175,5735
41.176667,5729
41.178333,5719
41.18,5712
41.181667,5706
41.183333,5702
41.185,5698
41.186667,5693
41.188333,5684
41.19,5677
41.191667,5671
41.193333,5667
41.195,5662
41.196667,5660
41.198333,5657
41.2,5659
41.201667,5660
41.203333,5663
41.205,5664
41.206667,5663
41.208333,5662
41.21,5659
41.211667,5655
41.213333,5655
41.215,5657
41.216667,5659
41.218333,5661
41.22,5661
41.221667,5661
41.223333,5657
41.225,5652
41.226667,5648
41.228333,5646
41.23,5646
41.231667,5648
41.233333,5649
41.235,5650
41.236667,5650
41.238333,5649
41.24,5648
41.241667,5648
41.243333,5647
41.245,5648
41.246667,5648
41.248333,5648
41.25,5650
41.251667,5650
41.253333,5650
41.255,5651
41.256667,5652
41.258333,5653
41.26,5653
41.261667,5657
41.263333,5659
41.265,5663
41.266667,5664
41.268333,5663
41.27,5663
41.271667,5665
41.273333,5664
41.275,5663
41.276667,5663
41.278333,5666
41.28,5669
41.281667,5672
41.283333,5672
41.285,5672
41.286667,5673
41.288333,5672
41.29,5668
41.291667,5666
41.293333,5664
41.295,5665
41.296667,5667
41.298333,5667
41.3,5670
41.301667,5675
41.303333,5677
41.305,5677
41.306667,5675
41.308333,5674
41.31,5671
41.311667,5668
41.313333,5664
41.315,5662
41.316667,5663
41.318333,5663
41.32,5662
41.321667,5664
41.323333,5665
41.325,5667
41.326667,5668
41.328333,5671
41.33,5673
41.331667,5675
41.333333,5679
41.335,5679
41.336667,5680
41.338333,5680
41.34,5681
41.341667,5682
41.343333,5683
41.345,5683
41.346667,5681
41.348333,5680
41.35,5681
41.351667,5680
41.353333,5680
41.355,5681
41.356667,5683
41.358333,5686
41.36,5686
41.361667,5687
41.363333,5685
41.365,5685
41.366667,5686
41.368333,5688
41.37,5688
41.371667,5689
41.373333,5692
41.375,5696
41.376667,5698
41.378333,5702
41.38,5704
41.381667,5709
41.383333,5713
41.385,5716
41.386667,5718
41.388333,5722
41.39,5725
41.391667,5730
41.393333,5732
41.395,5734
41.396667,5736
41.398333,5738
41.4,5743
41.401667,5749
41.403333,5756
41.405,5761
41.406667,5767
41.408333,5772
41.41,5775
41.411667,5780
41.413333,5785
41.415,5791
41.416667,5799
41.418333,5806
41.42,5811
41.421667,5816
41.423333,5820
41.425,5824
41.426667,5828
41.428333,5834
41.43,5843
41.431667,5854
41.433333,5863
41.435,5867
41.436667,5872
41.438333,5876
41.44,5879
41.441667,5884
41.443333,5889
41.445,5896
41.446667,5903
41.448333,5911
41.45,5916
41.451667,5917
41.453333,5920
41.455,5922
41.456667,5928
41.458333,5935
41.46,5943
41.461667,5952
41.463333,5961
41.465,5974
41.466667,5984
41.468333,5990
41.47,5994
41.471667,5998
41.473333,6000
41.475,6001
41.476667,6002
41.478333,6003
41.48,6004
41.481667,6006
41.483333,6006
41.485,6005
41.486667,6007
41.488333,6012
41.49,6018
41.491667,6021
41.493333,6022
41.495,6021
41.496667,6018
41.498333,6012
41.5,6006
41.501667,6002
41.503333,6001
41.505,6001
41.506667,6003
41.508333,6000
41.51,5998
41.511667,5998
41.513333,5994
41.515,5989
41.516667,5985
41.518333,5982
41.52,5975
41.521667,5966
41.523333,5957
41.525,5950
41.526667,5944
41.528333,5940
41.53,5936
41.531667,5933
41.533333,5932
41.535,5929
41.536667,5923
41.538333,5915
41.54,5907
41.541667,5900
41.543333,5893
41.545,5888
41.546667,5880
41.548333,5874
41.55,5867
41.551667,5861
41.553333,5856
41.555,5849
41.556667,5843
41.558333,5840
41.56,5839
41.561667,5838
41.563333,5835
41.565,5831
41.566667,5828
41.568333,5825
41.57,5823
41.571667,5818
41.573333,5816
41.575,5814
41.576667,5813
41.578333,5809
41.58,5807
41.581667,5802
41.583333,5799
41.585,5796
41.586667,5795
41.588333,5792
41.59,5794
41.591667,5794
41.593333,5794
41.595,5793
41.596667,5793
41.598333,5792
41.6,5790
41.601667,5789
41.603333,5791
41.605,5793
41.606667,5798
41.608333,5801
41.61,5805
41.611667,5808
41.613333,5811
41.615,5813
41.616667,5815
41.618333,5816
41.62,5817
41.621667,5817
41.623333,5817
41.625,5818
41.626667,5818
41.628333,5816
41.63,5814
41.631667,5811
41.633333,5812
41.635,5811
41.636667,5809
41.638333,5809
41.64,5810
41.641667,5814
41.643333,5813
41.645,5812
41.646667,5810
41.648333,5810
41.65,5811
41.651667,5810
41.653333,5808
41.655,5809
41.656667,5806
41.658333,5803
41.66,5796
41.661667,5794
41.663333,5791
41.665,5791
41.666667,5789
41.668333,5790
41.67,5790
41.671667,5792
41.673333,5788
41.675,5785
41.676667,5782
41.678333,5781
41.68,5777
41.681667,5772
41.683333,5769
41.685,5768
41.686667,5763
41.688333,5762
41.69,5759
41.691667,5757
41.693333,5754
41.695,5753
41.696667,5751
41.698333,5748
41.7,5746
41.701667,5740
41.703333,5734
41.705,5731
41.706667,5726
41.708333,5722
41.71,5718
41.711667,5717
41.713333,5719
41.715,5720
41.716667,5720
41.718333,5720
41.72,5721
41.721667,5722
41.723333,5718
41.725,5712
41.726667,5706
41.728333,5700
41.73,5696
41.731667,5693
41.733333,5690
41.735,5690
41.736667,5692
41.738333,5695
41.74,5695
41.741667,5695
41.743333,5695
41.745,5693
41.746667,5692
41.748333,5691
41.75,5689
41.751667,5685
41.753333,5683
41.755,5681
41.756667,5679
41.758333,5681
41.76,5681
41.761667,5681
41.763333,5679
41.765,5677
41.766667,5672
41.768333,5668
41.77,5663
41.771667,5660
41.773333,5661
41.775,5665
41.776667,5668
41.778333,5670
41.78,5668
41.781667,5667
41.783333,5664
41.785,5662
41.786667,5658
41.788333,5655
41.79,5656
41.791667,5659
41.793333,5659
41.795,5660
41.796667,5660
41.798333,5660
41.8,5660
41.801667,5657
41.803333,5655
41.805,5654
41.806667,5653
41.808333,5653
41.81,5652
41.811667,5653
41.813333,5652
41.815,5650
41.816667,5648
41.818333,5644
41.82,5642
41.821667,5639
41.823333,5638
41.825,5640
41.826667,5645
41.828333,5647
41.83,5650
41.831667,5652
41.833333,5654
41.835,5654
41.836667,5653
41.838333,5652
41.84,5652
41.841667,5654
41.843333,5657
41.845,5658
41.846667,5661
41.848333,5664
41.85,5669
41.851667,5671
41.853333,5672
41.855,5673
41.856667,5674
41.858333,5675
41.86,5675
41.861667,5676
41.863333,5677
41.865,5680
41.866667,5682
41.868333,5682
41.87,5684
41.871667,5687
41.873333,5688
41.875,5690
41.876667,5693
41.878333,5698
41.88,5702
41.881667,5707
41.883333,5709
41.885,5710
41.886667,5709
41.888333,5706
41.89,5703
41.891667,5704
41.893333,5704
41.895,5706
41.896667,5709
41.898333,5711
41.9,5714
41.901667,5715
41.903333,5717
41.905,5719
41.906667,5721
41.908333,5725
41.91,5725
41.911667,5726
41.913333,5724
41.915,5723
41.916667,5721
41.918333,5719
41.92,5719
41.921667,5721
41.923333,5720
41.925,5722
41.926667,5723
41.928333,5723
41.93,5722
41.931667,5719
41.933333,5716
41.935,5713
41.936667,5711
41.938333,5712
41.94,5712
41.941667,5715
41.943333,5718
41.945,5718
41.946667,5719
41.948333,5717
41.95,5715
41.951667,5711
41.953333,5708
41.955,5704
41.956667,5701
41.958333,5697
41.96,5693
41.961667,5693
41.963333,5693
41.965,5692
41.966667,5691
41.968333,5691
41.97,5691
41.971667,5691
41.973333,5687
41.975,5685
41.976667,5682
41.978333,5682
41.98,5678
41.981667,5675
41.983333,5672
41.985,5670
41.986667,5668
41.988333,5668
41.99,5667
41.991667,5668
41.993333,5668
41.995,5667
41.996667,5665
41.998333,5664
42,5661
42.001667,5659
42.003333,5657
42.005,5657
42.006667,5655
42.008333,5654
42.01,5654
42.011667,5654
42.013333,5656
42.015,5657
42.016667,5655
42.018333,5658
42.02,5660
42.021667,5660
42.023333,5660
42.025,5658
42.026667,5659
42.028333,5658
42.03,5656
42.031667,5654
42.033333,5651
42.035,5653
42.036667,5654
42.038333,5655
42.04,5657
42.041667,5658
42.043333,5662
42.045,5661
42.046667,5659
42.048333,5657
42.05,5652
42.051667,5650
42.053333,5647
42.055,5645
42.056667,5646
42.058333,5647
42.06,5650
42.061667,5651
42.063333,5653
42.065,5655
42.066667,5655
42.068333,5659
42.07,5664
42.071667,5666
42.073333,5666
42.075,5665
42.076667,5664
42.078333,5662
42.08,5659
42.081667,5652
42.083333,5647
42.085,5646
42.086667,5646
42.088333,5646
42.09,5644
42.091667,5648
42.093333,5653
42.095,5657
42.096667,5659
42.098333,5657
42.1,5656
42.101667,5655
42.103333,5652
42.105,5649
42.106667,5647
42.108333,5646
42.11,5648
42.111667,5647
42.113333,5647
42.115,5647
42.116667,5645
42.118333,5645
42.12,5643
42.121667,5643
42.123333,5642
42.125,5641
42.126667,5641
42.128333,5641
42.13,5641
42.131667,5639
42.133333,5637
42.135,5638
42.136667,5639
42.138333,5639
42.14,5636
42.141667,5634
42.143333,5630
42.145,5629
42.146667,5627
42.148333,5624
42.15,5625
42.151667,5628
42.153333,5631
42.155,5632
42.156667,5633
42.158333,5633
42.16,5631
42.161667,5629
42.163333,5627
42.165,5623
42.166667,5622
42.168333,5620
42.17,5619
42.171667,5619
42.173333,5619
42.175,5620
42.176667,5619
42.178333,5620
42.18,5620
42.181667,5618
42.183333,5616
42.185,5614
42.186667,5613
42.188333,5613
42.19,5615
42.191667,5617
42.193333,5619
42.195,5623
42.196667,5629
42.198333,5630
42.2,5628
42.201667,5627
42.203333,5625
42.205,5622
42.206667,5623
42.208333,5621
42.21,5620
42.211667,5621
42.213333,5624
42.215,5625
42.216667,5624
42.218333,5623
42.22,5621
42.221667,5620
42.223333,5619
42.225,5617
42.226667,5614
42.228333,5613
42.23,5614
42.231667,5616
42.233333,5615
42.235,5614
42.236667,5615
42.238333,5617
42.24,5617
42.241667,5618
42.243333,5616
42.245,5614
42.246667,5613
42.248333,5611
42.25,5609
42.251667,5609
42.253333,5611
42.255,5614
42.256667,5618
42.258333,5619
42.26,5619
42.261667,5618
42.263333,5617
42.265,5616
42.266667,5617
42.268333,5617
42.27,5618
42.271667,5618
42.273333,5617
42.275,5618
42.276667,5619
42.278333,5618
42.28,5617
42.281667,5618
42.283333,5619
42.285,5617
42.286667,5615
42.288333,5616
42.29,5619
42.291667,5625
42.293333,5626
42.295,5628
42.296667,5629
42.298333,5631
42.3,5629
42.301667,5624
42.303333,5619
42.305,5620
42.306667,5621
42.308333,5621
42.31,5622
42.311667,5624
42.313333,5627
42.315,5629
42.316667,5628
42.318333,5623
42.32,5620
42.321667,5619
42.323333,5617
42.325,5616
42.326667,5618
42.328333,5619
42.33,5623
42.331667,5626
42.333333,5625
42.335,5624
42.336667,5623
42.338333,5621
42.34,5621
42.341667,5621
42.343333,5622
42.345,5624
42.346667,5627
42.348333,5629
42.35,5628
42.351667,5629
42.353333,5630
42.355,5630
42.356667,5633
42.358333,5634
42.36,5635
42.361667,5638
42.363333,5639
42.365,5639
42.366667,5638
42.368333,5640
42.37,5642
42.371667,5645
42.373333,5651
42.375,5655
42.376667,5660
42.378333,5666
42.38,5670
42.381667,5674
42.383333,5677
42.385,5680
42.386667,5682
42.388333,5683
42.39,5683
42.391667,5685
42.393333,5688
42.395,5692
42.396667,5695
42.398333,5698
42.4,5703
42.401667,5707
42.403333,5708
42.405,5709
42.406667,5711
42.408333,5718
42.41,5723
42.411667,5728
42.413333,5735
42.415,5742
42.416667,5749
42.418333,5756
42.42,5762
42.421667,5768
42.423333,5774
42.425,5781
42.426667,5785
42.428333,5790
42.43,5799
42.431667,5806
42.433333,5815
42.435,5823
42.436667,5833
42.438333,5840
42.44,5848
42.441667,5860
42.443333,5870
42.445,5882
42.446667,5896
42.448333,5910
42.45,5925
42.451667,5935
42.453333,5945
42.455,5952
42.456667,5961
42.458333,5971
42.46,5980
42.461667,5993
42.463333,6004
42.465,6016
42.466667,6027
42.468333,6036
42.47,6043
42.471667,6052
42.473333,6061
42.475,6070
42.476667,6081
42.478333,6095
42.48,6107
42.481667,6117
42.483333,6126
42.485,6133
42.486667,6137
42.488333,6140
42.49,6145
42.491667,6148
42.493333,6155
42.495,6162
42.496667,6167
42.498333,6168
42.5,6169
42.501667,6171
42.503333,6172
42.505,6175
42.506667,6179
42.508333,6181
42.51,6187
42.511667,6193
42.513333,6198
42.515,6201
42.516667,6204
42.518333,6208
42.52,6210
42.521667,6211
42.523333,6211
42.525,6207
42.526667,6205
42.528333,6205
42.53,6205
42.531667,6203
42.533333,6203
42.535,6205
42.536667,6205
42.538333,6203
42.54,6199
42.541667,6192
42.543333,6185
42.545,6176
42.546667,6167
42.548333,6159
42.55,6154
42.551667,6150
42.553333,6145
42.555,6136
42.556667,6124
42.558333,6113
42.56,6102
42.561667,6091
42.563333,6085
42.565,6079
42.566667,6070
42.568333,6062
42.57,6051
42.571667,6038
42.573333,6022
42.575,6007
42.576667,5994
42.578333,5979
42.58,5967
42.581667,5952
42.583333,5935
42.585,5924
42.586667,5914
42.588333,5907
42.59,5900
42.591667,5893
42.593333,5885
42.595,5874
42.596667,5861
42.598333,5848
42.6,5834
42.601667,5824
42.603333,5816
42.605,5808
42.606667,5801
42.608333,5794
42.61,5789
42.611667,5784
42.613333,5777
42.615,5771
42.616667,5763
42.618333,5754
42.62,5744
42.621667,5734
42.623333,5725
42.625,5715
42.626667,5710
42.628333,5706
42.63,5705
42.631667,5704
42.633333,5704
42.635,5702
42.636667,5698
42.638333,5695
42.64,5690
42.641667,5681
42.643333,5675
42.645,5671
42.646667,5667
42.648333,5664
42.65,5662
42.651667,5661
42.653333,5659
42.655,5659
42.656667,5661
42.658333,5661
42.66,5661
42.661667,5663
42.663333,5664
42.665,5664
42.666667,5665
42.668333,5665
42.67,5663
42.671667,5661
42.673333,5660
42.675,5658
42.676667,5655
42.678333,5656
42.68,5656
42.681667,5657
42.683333,5658
42.685,5660
42.686667,5660
42.688333,5661
42.69,5660
42.691667,5660
42.693333,5659
42.695,5659
42.696667,5658
42.698333,5660
42.7,5663
42.701667,5665
42.703333,5667
42.705,5670
42.706667,5671
42.708333,5672
42.71,5674
42.711667,5673
42.713333,5674
42.715,5675
42.716667,5676
42.718333,5675
42.72,5675
42.721667,5676
42.723333,5676
42.725,5677
42.726667,5678
42.728333,5678
42.73,5680
42.731667,5682
42.733333,5685
42.735,5688
42.736667,5691
42.738333,5697
42.74,5701
42.741667,5705
42.743333,5706
42.745,5708
42.746667,5707
42.748333,5706
42.75,5705
42.751667,5704
42.753333,5704
42.755,5707
42.756667,5710
42.758333,5712
42.76,5712
42.761667,5710
42.763333,5707
42.765,5706
42.766667,5707
42.768333,5707
42.77,5708
42.771667,5711
42.773333,5711
42.775,5712
42.776667,5713
42.778333,5713
42.78,5714
42.781667,5715
42.783333,5717
42.785,5719
42.786667,5723
42.788333,5724
42.79,5727
42.791667,5731
42.793333,5736
42.795,5738
42.796667,5739
42.798333,5740
42.8,5739
42.801667,5738
42.803333,5738
42.805,5737
42.806667,5740
42.808333,5741
42.81,5744
42.811667,5745
42.813333,5748
42.815,5748
42.816667,5747
42.818333,5746
42.82,5747
42.821667,5748
42.823333,5751
42.825,5755
42.826667,5760
42.828333,5764
42.83,5771
42.831667,5774
42.833333,5778
42.835,5782
42.836667,5785
42.838333,5786
42.84,5789
42.841667,5792
42.843333,5795
42.845,5801
42.846667,5807
42.848333,5813
42.85,5819
42.851667,5823
42.853333,5825
42.855,5826
42.856667,5827
42.858333,5827
42.86,5827
42.861667,5828
42.863333,5829
42.865,5831
42.866667,5835
42.868333,5839
42.87,5843
42.871667,5846
42.873333,5848
42.875,5849
42.876667,5850
42.878333,5851
42.88,5853
42.881667,5854
42.883333,5857
42.885,5863
42.886667,5864
42.888333,5864
42.89,5864
42.891667,5864
42.893333,5862
42.895,5860
42.896667,5856
42.898333,5852
42.9,5850
42.901667,5848
42.903333,5845
42.905,5844
42.906667,5843
42.908333,5843
42.91,5844
42.911667,5843
42.913333,5844
42.915,5847
42.916667,5847
42.918333,5845
42.92,5844
42.921667,5844
42.923333,5842
42.925,5839
42.926667,5837
42.928333,5834
42.93,5832
42.931667,5829
42.933333,5826
42.935,5823
42.936667,5823
42.938333,5822
42.94,5821
42.941667,5819
42.943333,5818
42.945,5814
42.946667,5812
42.948333,5808
42.95,5806
42.951667,5804
42.953333,5802
42.955,5799
42.956667,5796
42.958333,5793
42.96,5789
42.961667,5786
42.963333,5784
42.965,5783
42.966667,5781
42.968333,5778
42.97,5781
42.971667,5780
42.973333,5778
42.975,5774
42.976667,5769
42.978333,5763
42.98,5758
42.981667,5753
42.983333,5753
42.985,5753
42.986667,5755
42.988333,5752
42.99,5752
42.991667,5749
42.993333,5745
42.995,5739
42.996667,5735
42.998333,5734
43,5737
43.001667,5739
43.003333,5739
43.005,5740
43.006667,5739
43.008333,5737
43.01,5734
43.011667,5731
43.013333,5730
43.015,5729
43.016667,5729
43.018333,5727
43.02,5727
43.021667,5727
43.023333,5727
43.025,5728
43.026667,5727
43.028333,5727
43.03,5725
43.031667,5724
43.033333,5721
43.035,5718
43.036667,5718
43.038333,5718
43.04,5721
43.041667,5721
43.043333,5719
43.045,5717
43.046667,5715
43.048333,5712
43.05,5711
43.051667,5710
43.053333,5710
43.055,5713
43.056667,5716
43.058333,5716
43.06,5718
43.061667,5720
43.063333,5721
43.065,5721
43.066667,5723
43.068333,5725
43.07,5727
43.071667,5728
43.073333,5726
43.075,5725
43.076667,5725
43.078333,5724
43.08,5724
43.081667,5725
43.083333,5727
43.085,5729
43.086667,5731
43.088333,5732
43.09,5732
43.091667,5735
43.093333,5737
43.095,5739
43.096667,5741
43.098333,5744
43.1,5749
43.101667,5756
43.103333,5761
43.105,5764
43.106667,5768
43.108333,5773
43.11,5774
43.111667,5775
43.113333,5777
43.115,5782
43.116667,5786
43.118333,5792
43.12,5797
43.121667,5803
43.123333,5811
43.125,5817
43.126667,5818
43.128333,5822
43.13,5827
43.131667,5832
43.133333,5835
43.135,5840
43.136667,5846
43.138333,5851
43.14,5856
43.141667,5859
43.143333,5862
43.145,5868
43.146667,5873
43.148333,5880
43.15,5888
43.151667,5897
43.153333,5906
43.155,5913
43.156667,5920
43.158333,5928
43.16,5935
43.161667,5939
43.163333,5940
43.165,5946
43.166667,5950
43.168333,5957
43.17,5966
43.171667,5975
43.173333,5987
43.175,6002
43.176667,6013
43.178333,6023
43.18,6030
43.181667,6038
43.183333,6042
43.185,6048
43.186667,6054
43.188333,6061
43.19,6067
43.191667,6075
43.193333,6082
43.195,6091
43.196667,6101
43.198333,6112
43.2,6124
43.201667,6140
43.203333,6153
43.205,6166
43.206667,6178
43.208333,6189
43.21,6201
43.211667,6209
43.213333,6216
43.215,6224
43.216667,6235
43.218333,6247
43.22,6259
43.221667,6271
43.223333,6284
43.225,6299
43.226667,6315
43.228333,6329
43.23,6343
43.231667,6362
43.233333,6381
43.235,6396
43.236667,6408
43.238333,6420
43.24,6435
43.241667,6453
43.243333,6471
43.245,6491
43.246667,6515
43.248333,6541
43.25,6568
43.251667,6593
43.253333,6619
43.255,6652
43.256667,6687
43.258333,6720
43.26,6751
43.261667,6777
43.263333,6800
43.265,6820
43.266667,6842
43.268333,6866
43.27,6889
43.271667,6921
43.273333,6956
43.275,6994
43.276667,7040
43.278333,7090
43.28,7145
43.281667,7204
43.283333,7263
43.285,7317
43.286667,7360
43.288333,7396
43.29,7420
43.291667,7432
43.293333,7441
43.295,7449
43.296667,7460
43.298333,7471
43.3,7480
43.301667,7487
43.303333,7500
43.305,7521
43.306667,7544
43.308333,7574
43.31,7610
43.311667,7645
43.313333,7676
43.315,7702
43.316667,7720
43.318333,7733
43.32,7743
43.321667,7750
43.323333,7747
43.325,7745
43.326667,7741
43.328333,7727
43.33,7711
43.331667,7697
43.333333,7684
43.335,7673
43.336667,7663
43.338333,7649
43.34,7635
43.341667,7621
43.343333,7598
43.345,7568
43.346667,7532
43.348333,7490
43.35,7448
43.351667,7411
43.353333,7378
43.355,7349
43.356667,7326
43.358333,7301
43.36,7272
43.361667,7236
43.363333,7193
43.365,7148
43.366667,7102
43.368333,7057
43.37,7016
43.371667,6975
43.373333,6939
43.375,6904
43.376667,6870
43.378333,6832
43.38,6788
43.381667,6745
43.383333,6700
43.385,6658
43.386667,6619
43.388333,6578
43.39,6543
43.391667,6508
43.393333,6477
43.395,6443
43.396667,6408
43.398333,6374
43.4,6338
43.401667,6304
43.403333,6270
43.405,6235
43.406667,6206
43.408333,6178
43.41,6157
43.411667,6135
43.413333,6116
43.415,6099
43.416667,6079
43.418333,6061
43.42,6041
43.421667,6020
43.423333,6000
43.425,5980
43.426667,5961
43.428333,5945
43.43,5931
43.431667,5920
43.433333,5909
43.435,5899
43.436667,5888
43.438333,5876
43.44,5863
43.441667,5853
43.443333,5844
43.445,5836
43.446667,5827
43.448333,5818
43.45,5813
43.451667,5805
43.453333,5800
43.455,5795
43.456667,5793
43.458333,5792
43.46,5792
43.461667,5791
43.463333,5787
43.465,5782
43.466667,5778
43.468333,5772
43.47,5768
43.471667,5765
43.473333,5764
43.475,5763
43.476667,5763
43.478333,5765
43.48,5764
43.481667,5763
43.483333,5763
43.485,5761
43.486667,5762
43.488333,5764
43.49,5766
43.491667,5769
43.493333,5774
43.495,5778
43.496667,5779
43.498333,5781
43.5,5784
43.501667,5785
43.503333,5789
43.505,5791
43.506667,5795
43.508333,5801
43.51,5803
43.511667,5806
43.513333,5809
43.515,5811
43.516667,5814
43.518333,5816
43.52,5818
43.521667,5818
43.523333,5820
43.525,5823
43.526667,5824
43.528333,5829
